-23.086561,7.925429,-27.131445
-24.078615,8.963349,-26.739695
-24.619013,9.257617,-26.967945
-25.08177,9.423098,-27.091347
-25.352701,9.541686,-27.099985
-25.772575,9.560737,-27.238655
-25.932543,9.698307,-27.299458
-25.985645,9.823064,-27.286386
-26.18541,9.873908,-27.269121
-27.295208,11.340746,-27.109123
-27.76187,10.765765,-27.32372
-27.902378,10.498497,-27.308445
-27.916428,10.580032,-27.359674
-28.02678,10.371663,-27.681227
-27.92887,10.404957,-27.660624
-27.864489,10.462416,-27.605806
-27.858051,10.522293,-27.600325
-27.69387,10.636541,-27.599777
-27.568504,10.539705,-27.599722
-27.665031,10.530022,-27.652473
-27.620209,10.583184,-27.710506
-27.561253,10.588501,-27.821823
-27.500769,10.643163,-27.727442
-27.49472,10.75689,-27.665245
-27.603064,10.497609,-27.60627
-27.504951,10.525812,-27.3367
-27.604088,10.528632,-27.309742
-27.614,10.474784,-27.307047
-27.66958,10.52353,-27.412292
-27.675138,10.474274,-27.370058
-27.784641,10.68587,-27.365835
-27.850067,10.598769,-27.312656
-27.802021,10.427668,-27.201822
-27.579206,10.410558,-27.137983
-27.611513,10.300585,-27.1316
-27.669218,10.235457,-27.236475
-27.620514,10.445466,-27.141563
-27.452106,10.520597,-27.184713
-27.653276,10.41985,-27.136272
-27.673393,10.409776,-27.131428
-27.729877,10.300507,-26.972672
-27.84459,10.181318,-26.85128
-27.91065,9.952877,-26.73363
-27.808193,9.984164,-26.721863
-27.90701,10.041424,-26.8262
-27.971365,10.04715,-26.731121
-27.923212,10.210114,-26.77437
-27.75486,10.388802,-26.778694
-27.628963,10.2984085,-26.937283
-27.779911,10.28937,-27.058657
-27.576996,10.396728,-27.018038
-27.447756,10.515724,-27.013977
-27.32577,10.419363,-27.171843
-27.313572,10.463857,-27.293142
-27.366825,10.414176,-27.410788
-27.37215,10.517468,-27.475307
-27.209146,10.527798,-27.376247
-27.192846,10.691223,-27.419098
-27.136742,10.599304,-27.423382
-27.076658,10.590113,-27.423811
-27.016174,10.643324,-27.265697
-26.901066,10.648644,-27.355398
-26.944143,10.486785,-27.364368
-27.275408,10.362338,-27.31251
-27.308535,10.566416,-27.201809
-27.202784,10.640954,-27.085224
-27.028675,10.648408,-27.020807
-27.174799,10.540892,-27.014366
-27.352947,10.530141,-27.119238
-27.425236,10.420805,-27.129725
-27.432465,10.464001,-27.078016
-27.596724,10.36006,-27.020088
-27.776686,10.349666,-27.119694
-27.903744,10.186234,-27.024141
-27.861862,10.224022,-26.961943
-27.639664,10.281931,-26.955723
-27.508495,10.233592,-26.902344
-27.440905,10.282888,-27.00252
-27.488619,10.233687,-27.065296
-27.275381,10.282898,-26.966059
-27.144997,10.39608,-26.85062
-27.241018,10.461529,-26.839075
-27.305096,10.359813,-26.89068
-27.365976,10.403771,-27.054111
-27.263004,10.408168,-27.017696
-27.198118,10.462737,-26.803143
-27.137154,10.468194,-26.939844
-27.185646,10.306348,-26.90087
-27.354033,10.290164,-26.896973
-27.425344,10.342676,-26.94934
-27.432476,10.61858,-26.849064
-27.596725,10.5379095,-26.839035
-27.722212,10.475712,-26.838032
-27.571226,10.469492,-26.837933
-27.610716,10.523001,-26.785166
-27.451128,10.528352,-26.621616
-27.380695,10.528887,-26.658018
-27.482714,10.637201,-26.872574
-27.656452,10.648032,-26.89403
-27.564762,10.649116,-27.054333
-24.615538,17.379557,-6.6148567
-22.60613,14.924983,-12.17573
-20.631813,12.444265,-17.678755
-18.663866,9.937702,-23.331406
-16.797607,7.211574,-28.54034
-15.149228,3.9562879,-32.128593
-14.083168,0.99312484,-34.453514
-12.635772,-1.1161644,-37.464287
-11.334377,-2.9088957,-40.382744
-11.533371,-4.6783257,-42.08519
-11.98311,-6.6174297,-43.162605
-12.079124,-6.7630463,-43.25009
-12.218044,-6.7166104,-43.19178
-12.177463,-6.6578364,-43.08043
-12.11893,-6.7060895,-43.227455
-12.113077,-6.6567845,-43.084
-11.94907,-6.8683763,-43.0169
-11.9871435,-6.8895354,-42.957542
-12.045424,-6.945782,-43.109764
-12.214674,-7.005537,-43.072227
-12.340548,-7.0115128,-43.121235
-12.407608,-7.1203713,-43.126133
-12.63221,-7.0771265,-43.073864
-12.818091,-7.1269326,-42.963123
-12.618784,-7.131913,-43.00481
-12.762275,-7.0782804,-43.21989
-12.831099,-7.0729175,-43.030487
-12.946928,-7.126512,-42.90603
-13.230881,-7.0777407,-42.946342
-13.422698,-7.1811247,-42.84486
-13.550827,-7.2455935,-42.729313
-13.509166,-7.2520404,-42.77051
-13.341578,-7.3068156,-42.721878
-13.161397,-7.2581625,-42.769653
-13.034432,-7.2532973,-42.82719
-12.749251,-7.14455,-42.991215
-12.7752075,-7.2960668,-43.165775
-12.668856,-7.365349,-42.972317
-12.603746,-7.3181467,-42.90021
-12.488288,-7.367557,-42.893
-12.367794,-7.3183675,-42.89228
-12.410218,-7.3134484,-42.944965
-12.468935,-7.4753485,-42.897476
-12.474807,-7.383277,-42.787216
-12.584341,-7.3740697,-42.776188
-12.758717,-7.264888,-42.669685
-12.830628,-7.3081007,-42.764435
-13.110303,-7.4748135,-42.721153
-13.192744,-7.437354,-42.66407
-13.092041,-7.487739,-42.763874
-13.027496,-7.601038,-42.826614
-12.966568,-7.5041075,-42.991158
-13.014949,-7.4402833,-43.007614
-12.856365,-7.433901,-43.062016
-12.786033,-7.270871,-43.17297
-12.778999,-7.362829,-43.184067
-12.83277,-7.4261556,-43.23793
-12.947095,-7.5407495,-43.348717
-12.904055,-7.66047,-43.307156
-12.89975,-7.6183114,-43.197483
-12.953794,-7.5058346,-42.9756
-13.122619,-7.440456,-43.006058
-13.302923,-7.2715263,-42.956345
-13.320953,-7.362895,-42.793102
-13.159335,-7.480293,-42.671265
-13.197647,-7.329641,-42.553562
-13.201479,-7.260445,-42.43628
-13.1473875,-7.2535253,-42.424553
-13.087505,-7.1445727,-42.423378
-12.9725685,-7.1336775,-42.265102
-13.070024,-6.9701962,-42.091003
-13.134242,-6.953848,-42.12635
-13.195138,-7.006344,-42.129887
-13.09228,-7.228115,-41.97208
-13.081994,-7.2502923,-41.956303
-13.026492,-7.19838,-42.112995
-13.129889,-7.139058,-42.128666
-13.031281,-7.133126,-42.23575
-12.966947,-7.1325326,-42.299213
-12.960513,-6.915951,-42.411076
-12.796448,-6.7860317,-42.42226
-12.671094,-6.77304,-42.581535
-12.604084,-6.825871,-42.65022
-12.433962,-6.885285,-42.709846
-12.3080015,-6.945357,-42.768566
-12.295405,-6.6807113,-42.932594
-12.34862,-6.762508,-42.948997
-12.46289,-6.878948,-42.89788
-12.419842,-6.9988537,-43.103687
